state,age,sex,total_income,health_insurance,transport
Oregon,57,female,0,with,NA
Oregon,60,male,2200,with,NA
Oregon,50,male,38500,with,"Car, truck, or van"
Washington,72,female,28300,with,NA
Washington,49,male,52000,with,"Car, truck, or van"
Oregon,60,male,30000,with,"Car, truck, or van"
Washington,40,female,24400,with,"Car, truck, or van"
Washington,31,female,70000,with,Bus or trolley bus
Washington,39,female,60000,with,"Car, truck, or van"
Washington,42,female,6000,with,Worked at home
Oregon,65,male,40000,with,"Car, truck, or van"
Washington,35,male,35000,with,"Car, truck, or van"
Oregon,66,female,15900,with,NA
Washington,40,male,58000,with,"Car, truck, or van"
Oregon,32,female,10500,with,NA
Washington,29,male,58000,with,"Car, truck, or van"
Washington,81,female,29000,with,NA
Oregon,80,female,39900,with,NA
Washington,64,male,50000,with,"Car, truck, or van"
Washington,73,male,288900,with,NA
Oregon,22,male,0,with,NA
Washington,57,female,0,with,NA
Oregon,26,male,23000,without,"Car, truck, or van"
Washington,43,male,56500,with,"Car, truck, or van"
Washington,40,female,16000,with,"Car, truck, or van"
Washington,94,female,16100,with,NA
Oregon,44,female,16000,with,NA
Washington,57,male,6700,with,NA
Oregon,42,female,38300,with,"Car, truck, or van"
Oregon,33,female,56000,with,Walked
Oregon,23,female,20000,with,Other
Washington,73,female,59200,with,NA
Oregon,59,female,30000,with,NA
Oregon,47,male,52000,with,"Car, truck, or van"
Oregon,31,male,50000,with,"Car, truck, or van"
Oregon,60,male,55000,with,"Car, truck, or van"
Washington,24,female,14500,with,"Car, truck, or van"
Washington,60,male,62000,without,"Car, truck, or van"
Oregon,22,male,45360,with,"Car, truck, or van"
Washington,35,male,90000,with,Walked
Washington,66,female,8800,with,NA
Oregon,25,male,36600,with,"Car, truck, or van"
Washington,40,male,24000,with,"Car, truck, or van"
Oregon,70,female,13100,with,NA
Oregon,73,female,11300,with,NA
Oregon,61,female,45000,with,"Car, truck, or van"
Oregon,68,female,10101,with,NA
Oregon,59,female,2000,with,NA
Washington,36,male,27000,with,"Car, truck, or van"
Washington,20,male,17000,without,"Car, truck, or van"
Oregon,38,female,40000,with,"Car, truck, or van"
Washington,71,male,14400,with,NA
Washington,36,male,50000,with,"Car, truck, or van"
Oregon,65,male,24000,with,Worked at home
Washington,35,male,64400,with,"Car, truck, or van"
Oregon,46,female,9000,with,"Car, truck, or van"
Oregon,39,female,35300,with,Worked at home
Washington,72,female,56200,with,NA
Washington,61,female,20,with,NA
Washington,48,female,121500,with,"Car, truck, or van"
Washington,74,female,11000,with,Worked at home
Washington,30,female,27000,with,"Car, truck, or van"
Oregon,19,female,8000,with,"Car, truck, or van"
Oregon,49,female,0,with,NA
Oregon,67,female,8500,with,NA
Washington,41,female,24000,with,Worked at home
Oregon,23,male,9680,without,"Car, truck, or van"
Washington,33,male,6000,with,"Car, truck, or van"
Washington,69,male,40000,with,"Car, truck, or van"
Washington,36,male,83000,with,"Car, truck, or van"
Washington,27,female,60000,with,"Car, truck, or van"
Washington,57,female,30900,with,"Car, truck, or van"
Washington,80,female,16800,with,NA
Oregon,30,male,174800,with,"Car, truck, or van"
Oregon,72,female,50800,with,"Car, truck, or van"
Washington,69,male,8800,with,NA
Washington,76,female,15500,with,NA
Washington,73,female,16000,with,NA
Oregon,42,female,79700,with,"Car, truck, or van"
Oregon,24,female,4300,without,NA
Washington,55,female,22600,with,"Car, truck, or van"
Oregon,84,male,48000,with,NA
Washington,54,female,14000,without,"Car, truck, or van"
Washington,66,male,12800,with,"Car, truck, or van"
Washington,32,male,9900,with,NA
Oregon,63,male,42100,with,NA
Oregon,30,female,30000,with,"Car, truck, or van"
Oregon,51,male,107000,with,"Car, truck, or van"
Washington,49,female,62000,with,"Car, truck, or van"
Oregon,79,female,39200,with,NA
Washington,53,male,80000,with,"Car, truck, or van"
Washington,63,male,10500,with,NA
Oregon,59,male,1200,with,NA
Washington,50,female,61340,with,"Car, truck, or van"
Oregon,35,female,20000,without,NA
Washington,33,female,28000,with,"Car, truck, or van"
Oregon,64,male,48000,with,NA
Oregon,69,female,16900,with,NA
Washington,84,female,37860,with,NA
Washington,56,female,25000,with,"Car, truck, or van"
Washington,73,female,17000,with,NA
Washington,77,female,5700,with,NA
Oregon,59,male,13990,with,NA
Washington,65,male,15000,with,NA
Oregon,64,female,30000,with,Other
Oregon,69,female,13600,with,NA
Washington,22,female,24000,with,"Car, truck, or van"
Washington,65,male,21100,with,NA
Oregon,33,male,6000,with,NA
Washington,64,male,41000,with,"Car, truck, or van"
Washington,26,female,36170,with,"Car, truck, or van"
Oregon,26,female,0,with,NA
Washington,63,male,30720,with,NA
Washington,47,female,0,without,NA
Washington,43,male,383000,without,"Car, truck, or van"
Oregon,60,male,480,with,NA
Washington,32,male,85500,with,"Car, truck, or van"
Washington,70,male,55800,with,NA
Washington,56,male,57000,with,"Car, truck, or van"
Washington,53,male,100100,with,"Car, truck, or van"
Washington,57,female,81000,with,"Car, truck, or van"
Washington,68,male,29900,with,NA
Washington,73,male,14000,with,NA
Washington,37,male,94000,with,"Car, truck, or van"
Washington,38,male,44001,without,Worked at home
Oregon,56,male,55000,with,"Car, truck, or van"
Washington,65,male,207000,with,"Car, truck, or van"
Oregon,58,male,118000,with,"Car, truck, or van"
Oregon,52,female,23000,with,"Car, truck, or van"
Washington,51,female,69000,with,"Car, truck, or van"
Washington,73,male,64400,with,NA
Washington,65,male,11400,with,NA
Oregon,60,female,32000,with,NA
Washington,94,female,38200,with,NA
Washington,26,female,21000,without,"Car, truck, or van"
Washington,50,male,70000,with,"Car, truck, or van"
Washington,39,male,45000,without,"Car, truck, or van"
Oregon,31,male,17000,with,NA
Oregon,70,female,13900,with,NA
Washington,34,female,20000,with,"Car, truck, or van"
Washington,48,male,35000,with,"Car, truck, or van"
Washington,61,female,8500,with,NA
Oregon,21,male,19000,without,"Car, truck, or van"
Oregon,33,female,60000,with,"Car, truck, or van"
Oregon,80,male,3500,with,NA
Washington,49,female,178000,with,"Car, truck, or van"
Oregon,43,female,11000,with,NA
Washington,55,female,11380,with,NA
Oregon,21,male,13000,with,"Car, truck, or van"
Washington,23,female,0,without,NA
Washington,69,female,85100,with,"Car, truck, or van"
Washington,67,male,93500,with,"Car, truck, or van"
Oregon,51,male,90000,with,"Car, truck, or van"
Washington,54,male,204000,with,"Car, truck, or van"
Oregon,34,female,75000,with,"Car, truck, or van"
Washington,22,female,11000,with,"Car, truck, or van"
Oregon,28,female,7200,with,"Car, truck, or van"
Washington,85,female,19000,with,NA
Washington,36,female,19500,with,"Car, truck, or van"
Washington,73,male,12200,with,"Car, truck, or van"
Washington,30,male,37000,with,"Car, truck, or van"
Washington,67,female,6800,with,NA
Oregon,25,female,8800,with,NA
Washington,79,male,55400,with,NA
Washington,38,male,135000,with,Bus or trolley bus
Oregon,43,male,110020,with,NA
Washington,47,male,40000,with,"Car, truck, or van"
Oregon,51,female,29400,with,Worked at home
Washington,32,female,24000,without,"Car, truck, or van"
Washington,57,female,50000,with,"Car, truck, or van"
Washington,68,male,50950,with,NA
Washington,55,male,22700,with,"Car, truck, or van"
Washington,60,female,3200,with,Worked at home
Washington,67,male,28200,with,"Car, truck, or van"
Washington,63,female,18800,with,NA
Oregon,55,male,52000,with,"Car, truck, or van"
Washington,25,female,25800,with,"Car, truck, or van"
Washington,74,male,55300,with,NA
Oregon,72,male,97200,with,NA
Washington,74,female,19800,with,NA
Oregon,43,female,15800,with,NA
Oregon,42,male,28500,without,"Car, truck, or van"
Oregon,25,male,94000,with,"Car, truck, or van"
Washington,64,male,60010,with,"Car, truck, or van"
Oregon,87,male,67500,with,Worked at home
Washington,23,female,25000,with,"Car, truck, or van"
Washington,66,male,128700,with,"Car, truck, or van"
Oregon,68,female,43600,with,NA
Washington,45,female,47800,with,"Car, truck, or van"
Oregon,21,female,20000,with,"Car, truck, or van"
Washington,44,male,0,with,NA
Washington,68,female,13100,with,"Car, truck, or van"
Washington,88,female,248000,with,NA
Oregon,51,male,40000,with,"Car, truck, or van"
Oregon,30,male,30000,without,"Car, truck, or van"
Washington,24,female,40000,with,"Car, truck, or van"
Oregon,52,male,35000,with,NA
Washington,46,female,144000,with,"Car, truck, or van"
Washington,79,male,240400,with,"Car, truck, or van"
Oregon,48,female,20000,with,"Car, truck, or van"
Washington,54,male,100570,with,"Car, truck, or van"
Oregon,83,male,64200,with,NA
Washington,28,female,12000,with,NA
Oregon,75,female,7200,with,NA
Washington,36,female,0,with,NA
Washington,54,female,25000,with,"Car, truck, or van"
Oregon,83,female,34400,with,NA
Washington,32,female,48000,without,"Car, truck, or van"
Washington,78,female,5800,with,NA
Washington,81,female,35000,with,NA
Oregon,60,male,14200,with,NA
Washington,41,male,47000,with,"Car, truck, or van"
Oregon,46,female,55400,with,"Car, truck, or van"
Oregon,47,male,93000,with,"Car, truck, or van"
Washington,30,female,55000,with,"Car, truck, or van"
Washington,54,female,16000,with,"Car, truck, or van"
Oregon,53,female,0,with,NA
Washington,36,female,92000,with,"Car, truck, or van"
Washington,50,female,0,with,NA
Washington,59,male,67200,with,NA
Oregon,60,female,13700,with,"Car, truck, or van"
Oregon,57,male,36000,with,Other
Oregon,78,female,27000,with,NA
Washington,76,male,38550,with,"Car, truck, or van"
Washington,73,male,163300,with,NA
Washington,46,male,16900,with,"Car, truck, or van"
Oregon,54,male,9260,with,NA
Oregon,44,female,69100,with,"Car, truck, or van"
Washington,48,female,215000,with,"Car, truck, or van"
Washington,66,male,9590,with,NA
Oregon,70,male,153800,with,NA
Washington,94,male,24400,with,NA
Washington,65,male,30000,with,"Car, truck, or van"
Washington,70,male,66700,with,NA
Washington,43,male,467000,with,"Car, truck, or van"
Washington,71,male,3800,with,NA
Washington,69,male,36000,with,NA
Washington,64,male,168310,with,"Car, truck, or van"
Washington,21,male,70000,without,"Car, truck, or van"
Oregon,48,female,37800,with,"Car, truck, or van"
Washington,59,female,10000,with,NA
Washington,51,male,251000,with,Worked at home
Washington,41,female,125000,with,"Car, truck, or van"
Washington,44,female,107000,with,"Car, truck, or van"
Oregon,49,male,87000,with,"Car, truck, or van"
Oregon,74,male,27040,with,NA
Oregon,47,male,175000,with,"Car, truck, or van"
Oregon,48,female,9000,with,NA
Oregon,30,female,50000,with,"Car, truck, or van"
Oregon,42,male,29000,without,"Car, truck, or van"
Oregon,42,female,35600,with,"Car, truck, or van"
Oregon,85,male,57200,with,NA
Washington,31,female,60180,with,Other
Oregon,58,male,61000,with,"Car, truck, or van"
Washington,83,female,10200,with,NA
Oregon,79,male,6600,with,NA
Oregon,54,female,6400,without,NA
Oregon,27,male,85000,with,Worked at home
Washington,30,male,60000,with,"Car, truck, or van"
Washington,43,male,55000,with,"Car, truck, or van"
Oregon,80,male,16200,with,NA
Washington,64,male,25000,with,NA
Oregon,41,female,44000,with,"Car, truck, or van"
Washington,31,male,3000,with,"Car, truck, or van"
Washington,18,male,72000,with,"Car, truck, or van"
Oregon,89,male,35530,with,NA
Washington,83,female,8100,with,NA
Oregon,52,female,12000,with,"Car, truck, or van"
Washington,42,male,40000,with,"Car, truck, or van"
Oregon,69,female,67060,with,NA
Washington,60,male,80360,with,Other
Oregon,26,female,30000,with,"Car, truck, or van"
Washington,21,male,10000,with,"Car, truck, or van"
Washington,46,male,22000,without,"Car, truck, or van"
Washington,38,female,10000,with,NA
Washington,37,female,38400,with,"Car, truck, or van"
Washington,42,female,16960,with,"Car, truck, or van"
Washington,68,female,19300,with,NA
Washington,66,female,22540,with,"Car, truck, or van"
Washington,68,female,30000,with,"Car, truck, or van"
Oregon,54,male,21000,with,"Car, truck, or van"
Washington,46,female,30000,with,"Car, truck, or van"
Washington,34,female,90000,with,"Car, truck, or van"
Washington,45,male,99800,with,"Car, truck, or van"
Washington,44,male,20000,with,"Car, truck, or van"
Oregon,74,female,17800,with,"Car, truck, or van"
Washington,41,female,6000,with,NA
Oregon,63,male,65000,with,Worked at home
Oregon,25,female,0,with,NA
Oregon,71,male,8400,with,NA
Washington,63,male,53000,with,Bus or trolley bus
Washington,39,female,0,with,NA
Oregon,23,male,70000,with,"Car, truck, or van"
Washington,30,female,27000,with,"Car, truck, or van"
Washington,66,female,8900,with,NA
Washington,47,female,46600,with,"Car, truck, or van"
Oregon,49,female,83000,with,"Car, truck, or van"
Washington,61,male,22000,with,"Car, truck, or van"
Oregon,79,male,26000,with,NA
Washington,51,male,120000,with,"Car, truck, or van"
Oregon,79,female,78400,with,Worked at home
Oregon,30,female,45000,with,Bus or trolley bus
Washington,72,male,305000,with,"Car, truck, or van"
Oregon,31,female,26000,without,"Car, truck, or van"
Oregon,50,male,36500,without,"Car, truck, or van"
Washington,53,male,70000,with,"Car, truck, or van"
Washington,51,female,40000,with,"Car, truck, or van"
Washington,44,female,48000,with,"Car, truck, or van"
Washington,53,male,29000,with,"Car, truck, or van"
Washington,81,female,18800,with,NA
Washington,72,female,12000,with,NA
Washington,45,male,50000,without,NA
Oregon,43,male,55000,with,"Car, truck, or van"
Oregon,75,female,29000,with,NA
Washington,68,male,144000,with,NA
Washington,78,female,11600,with,NA
Washington,20,female,0,with,NA
Oregon,44,female,57000,with,"Car, truck, or van"
Oregon,85,male,20100,with,NA
Oregon,74,male,74600,with,NA
Washington,81,male,18700,with,NA
Washington,42,male,151000,with,Bicycle
Washington,66,female,36800,with,NA
Oregon,40,female,29000,with,"Car, truck, or van"
Washington,40,male,48300,with,Other
Oregon,51,male,135500,with,"Car, truck, or van"
Oregon,78,male,41800,with,NA
Oregon,76,male,27900,with,"Car, truck, or van"
Oregon,30,male,20000,with,NA
Washington,36,female,13800,with,Bus or trolley bus
Oregon,34,female,47000,with,Other
Washington,23,male,38000,with,"Car, truck, or van"
Washington,79,male,14000,with,NA
Washington,70,female,50000,with,NA
Washington,60,female,82200,with,"Car, truck, or van"
Washington,45,male,467000,with,"Car, truck, or van"
Oregon,32,male,33100,with,"Car, truck, or van"
Washington,49,male,141500,with,"Car, truck, or van"
Washington,41,female,200000,with,"Car, truck, or van"
Washington,63,male,37300,with,NA
Oregon,50,female,16200,with,NA
Washington,37,female,83000,with,"Car, truck, or van"
Washington,57,female,197500,with,Other
Washington,33,female,440,with,NA
Oregon,39,female,42800,with,NA
Oregon,33,male,50000,with,"Car, truck, or van"
Washington,50,female,34000,with,"Car, truck, or van"
Washington,94,female,36000,with,NA
Washington,30,female,30000,with,"Car, truck, or van"
Oregon,65,male,56000,with,Walked
Washington,50,female,14600,with,"Car, truck, or van"
Washington,27,male,28001,with,"Car, truck, or van"
Washington,36,female,20000,with,"Car, truck, or van"
Washington,52,male,5900,with,NA
Washington,33,female,15000,with,"Car, truck, or van"
Washington,77,female,5280,with,NA
Washington,70,female,36800,with,Worked at home
Washington,38,female,34000,with,"Car, truck, or van"
Washington,24,male,70000,with,"Car, truck, or van"
Washington,65,male,164000,with,"Car, truck, or van"
Washington,77,female,73600,with,Other
Washington,60,female,42000,without,Worked at home
Washington,63,female,81500,with,"Car, truck, or van"
Oregon,32,male,21000,with,"Car, truck, or van"
Oregon,37,male,115000,with,"Car, truck, or van"
Oregon,67,female,20900,with,NA
Washington,36,male,68000,with,"Car, truck, or van"
Washington,28,male,21000,with,"Car, truck, or van"
Washington,65,male,111900,with,NA
Washington,70,female,28200,with,"Car, truck, or van"
Oregon,59,female,72000,with,"Car, truck, or van"
Washington,61,male,5300,with,NA
Oregon,73,male,44100,with,NA
Washington,61,female,30000,with,"Car, truck, or van"
Oregon,80,female,9300,with,NA
Washington,58,female,6000,with,"Car, truck, or van"
Oregon,37,female,9000,with,"Car, truck, or van"
Washington,36,female,85000,with,Worked at home
Oregon,34,male,25000,with,"Car, truck, or van"
Oregon,46,female,0,with,NA
Washington,31,female,48600,with,"Car, truck, or van"
